-10.5,-5.5,26.0625
-11.0625,-5.25,26.4375
-10.125,-5.4375,26.3125
-9.75,-6.125,27.1875
-7.9375,-7,27.9375
-7.9375,-6.625,29.1875
-9.1875,-6.4375,29
-10.1875,-5.875,29.4375
-10.125,-5.4375,29.0625
-7.4375,-5.5625,30.6875
-5.3125,-5,31.6875
-7.3125,-4.75,31.0625
-10.375,-5.125,30.1875
-9.8125,-4.9375,30.6875
-9.125,-5.1875,31.5625
-8.5,-4.3125,31.8125
-7.0625,-3.5625,33
-8.625,-2.3125,34.875
-12.9375,-1.6875,35.125
-16.9375,-0.75,35.5625
-15.6875,-0.5,36.875
-12.9375,-0.4375,38.125
-12.4375,-1.4375,38.125
-13.625,-2.5,37.6875
-14.1875,-4.25,36.75
-13.0625,-4.75,37.5
-11.375,-5.1875,37.5625
-10.375,-5.375,37.8125
-11.25,-4.8125,39.25
-14,-5.0625,41.1875
-15.3125,-6.6875,41.6875
-15.1875,-9.1875,41.625
-13.5625,-9.6875,42.5625
-15.3125,-12.875,43.9375
-20.4375,-15.375,42.125
-21.75,-17.875,42
-24.25,-19.0625,42.375
-22.375,-17.875,41.875
-16.375,-16,38.25
-13.6875,-15.375,34.1875
-10.3125,-12.5,29.6875
-8.9375,-9.875,23.625
-7.0625,-4.75,18.5625
-2.375,-0.5,14.625
3.0625,1.75,11.625
5.25,4.25,8.875
6,6.375,6.375
4.75,6.4375,4.3125
3,6,1.875
1,5.125,0.375
2,4.25,0.25
3.625,4.0625,0
4.25,2.1875,-0.5
3.375,0.8125,-0.9375
2.5,0.5625,-1.625
0.3125,0.5625,-1.5625
1.0625,0.375,-1.0625
0.0625,-1.5625,-0.75
1.0625,-2.6875,-0.125
0.25,-3.6875,0
-1.1875,-3.8125,-0.125
-0.3125,-3.625,-0.1875
1.125,-3.125,-0.125
3.6875,-2.75,-0.375
3.125,-3.875,-0.375
1.5625,-3.1875,-0.625
-0.125,-3.5625,-1.375
0.3125,-1.625,-1.125
2.5625,-1.375,-1
3.4375,0.0625,0.1875
4.4375,0.3125,0.375
0.6875,1.5,0.9375
1,1.5625,0.5625
0.375,1.75,1.75
1.125,3,2.125
2.5625,3.5625,2.125
2.875,1.8125,2.6875
0,0.75,3.1875
-1.125,-0.0625,2.8125
-0.5,0.375,3.25
0.9375,1.0625,3.6875
